,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_New
2481,FDC38,15.7,Low Fat,0.12274238900000001,134.2942,OUT045,2002,Medium,Tier 2,Supermarket Type1,1192.4478,non
2482,FDD04,16.0,Low Fat,0.089971292,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.7848,perishable
2483,FDC05,13.1,Regular,0.09918699199999999,198.7768,OUT018,2009,Medium,Tier 3,Supermarket Type2,3153.2288,non
2484,DRJ59,11.400327868852452,Low Fat,0.064325351,39.0164,OUT027,1985,Medium,Tier 3,Supermarket Type3,1042.6428,non
2485,FDL22,16.85,Low Fat,0.036596012000000004,90.6488,OUT017,2007,Medium,Tier 2,Supermarket Type1,633.8416,non
2486,DRH13,11.847459893048129,Low Fat,0.041821227,107.62799999999999,OUT019,1985,Small,Tier 1,Grocery Store,213.05599999999998,non
2487,FDV22,14.85,Regular,0.016635488,157.563,OUT010,1998,Medium,Tier 3,Grocery Store,312.926,non
2488,FDP07,18.2,Low Fat,0.090084098,197.21099999999998,OUT045,2002,Medium,Tier 2,Supermarket Type1,3142.5759999999996,perishable
2489,FDK27,11.0,Low Fat,0.008960445,119.1756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1696.4584,perishable
2490,FDP31,21.1,Regular,0.162418495,64.9168,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168,perishable
2491,NCI54,15.2,Non-Edible,0.056237906,110.7912,OUT010,1998,Medium,Tier 3,Grocery Store,109.1912,Others
2492,DRK35,11.400327868852452,Low Fat,0.071498575,37.7506,OUT027,1985,Medium,Tier 3,Supermarket Type3,796.9626,non
2493,NCO07,9.06,Non-Edible,0.009791467,213.25599999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,4687.232,Others
2494,FDN31,11.5,Low Fat,0.072820885,191.253,OUT013,1987,High,Tier 3,Supermarket Type1,3036.048,perishable
2495,NCO02,11.15,Non-Edible,0.07335428599999999,66.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112,Others
2496,FDQ26,13.5,Regular,0.068010049,57.2562,OUT045,2002,Medium,Tier 2,Supermarket Type1,770.3306,perishable
2497,FDQ07,15.1,Regular,0.087406863,221.8456,OUT046,1997,Small,Tier 1,Supermarket Type1,663.1368,perishable
2498,FDB49,8.3,Regular,0.030198227999999997,98.2384,OUT049,1999,Medium,Tier 1,Supermarket Type1,2167.8448,non
2499,FDY44,14.15,Regular,0.024442501000000002,196.41099999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,2749.7540000000004,perishable
2500,NCI54,13.384736495388726,Non-Edible,0.033436336000000004,107.3912,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.3536,Others
2501,FDV44,8.365,Regular,0.039844429,190.1188,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.1879999999999,perishable
2502,FDI48,11.85,Regular,0.055805027,53.0666,OUT049,1999,Medium,Tier 1,Supermarket Type1,512.6659999999999,non
2503,NCL05,19.6,Non-Edible,0.04788860599999999,42.277,OUT035,2004,Small,Tier 2,Supermarket Type1,605.878,Others
2504,FDT32,19.0,Regular,0.065735977,189.6214,OUT049,1999,Medium,Tier 1,Supermarket Type1,2826.321,perishable
2505,FDM10,18.25,Low Fat,0.07608971099999999,212.9218,OUT049,1999,Medium,Tier 1,Supermarket Type1,3846.9924,non
2506,FDS21,19.85,Regular,0.020908608000000002,63.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,557.2746,non
2507,FDD11,12.85,Low Fat,0.030678825,251.704,OUT045,2002,Medium,Tier 2,Supermarket Type1,3542.0559999999996,perishable
2508,FDL04,12.867061281337076,Low Fat,0.111381428,106.7622,OUT027,1985,Medium,Tier 3,Supermarket Type3,2964.1416,non
2509,FDO58,19.6,Low Fat,0.039738393,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1468,non
2510,FDQ08,15.7,Regular,0.01903743,60.5536,OUT017,2007,Medium,Tier 2,Supermarket Type1,490.0288,perishable
2511,FDT28,13.3,Low Fat,0.06356617,151.3708,OUT046,1997,Small,Tier 1,Supermarket Type1,3611.2992,non
2512,FDT22,10.395,Low Fat,0.11255385300000001,59.022,OUT018,2009,Medium,Tier 3,Supermarket Type2,1378.2060000000001,non
2513,FDB58,10.5,Regular,0.013493914,143.7154,OUT035,2004,Small,Tier 2,Supermarket Type1,3119.9388,non
2514,FDN45,19.35,Low Fat,0.11810276900000001,224.8088,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,non
2515,FDZ45,14.1,Low Fat,0.06682033,198.9084,OUT013,1987,High,Tier 3,Supermarket Type1,4761.8016,non
2516,FDJ38,8.6,Regular,0.040205535,188.753,OUT046,1997,Small,Tier 1,Supermarket Type1,7590.12,non
2517,NCT06,17.1,Non-Edible,0.038816115,166.4842,OUT045,2002,Medium,Tier 2,Supermarket Type1,1326.2736,Others
2518,FDU21,12.987879554655919,Regular,0.076348933,32.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,713.0718,non
2519,NCP30,20.5,Non-Edible,0.032819637,38.9822,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.055,Others
2520,FDR27,15.1,Regular,0.09624984199999999,134.4942,OUT049,1999,Medium,Tier 1,Supermarket Type1,2119.9072,perishable
2521,FDW39,6.69,Regular,0.04975339,176.937,OUT017,2007,Medium,Tier 2,Supermarket Type1,4234.488,perishable
2522,DRZ24,11.847459893048129,Low Fat,0.053589594000000004,121.044,OUT027,1985,Medium,Tier 3,Supermarket Type3,2396.88,non
2523,FDK21,7.905,Low Fat,0.010003986999999999,250.7408,OUT013,1987,High,Tier 3,Supermarket Type1,5757.8384,non
2524,FDJ04,18.0,Low Fat,0.12445204800000001,118.5124,OUT046,1997,Small,Tier 1,Supermarket Type1,1303.6364,non
2525,FDZ13,7.84,Regular,0.154363209,50.835,OUT017,2007,Medium,Tier 2,Supermarket Type1,599.22,non
2526,FDS16,15.15,Regular,0.066551268,144.67600000000002,OUT017,2007,Medium,Tier 2,Supermarket Type1,3954.8520000000003,non
2527,FDD56,15.2,Regular,0.17370354899999998,175.8054,OUT010,1998,Medium,Tier 3,Grocery Store,1050.6324,perishable
2528,FDI57,19.85,Low Fat,0.054025644000000005,197.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,6503.5344,perishable
2529,FDQ12,12.277108208955255,Low Fat,0.03523927,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,5972.226,non
2530,FDI56,7.325,Low Fat,0.09338538099999999,91.3146,OUT046,1997,Small,Tier 1,Supermarket Type1,1641.8628,perishable
2531,NCT42,5.88,Non-Edible,0.024937792,148.4392,OUT045,2002,Medium,Tier 2,Supermarket Type1,2087.9488,Others
2532,FDM25,10.695,Regular,0.060654268,174.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,3339.6528,perishable
2533,DRB25,11.847459893048129,Low Fat,0.06912336,106.0938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2787.0388,non
2534,NCY30,20.25,Non-Edible,0.025953257,179.5976,OUT046,1997,Small,Tier 1,Supermarket Type1,2535.3664,Others
2535,FDD44,8.05,Regular,0.07884393,257.0646,OUT017,2007,Medium,Tier 2,Supermarket Type1,8760.5964,perishable
2536,FDK45,11.65,Low Fat,0.033851785,112.186,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674,perishable
2537,FDN45,19.35,Low Fat,0.118342285,222.6088,OUT045,2002,Medium,Tier 2,Supermarket Type1,1789.6704,non
2538,FDQ09,7.235,Low Fat,0.058121214000000004,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.2008,non
2539,FDC17,12.15,Low Fat,0.015457803,209.9928,OUT035,2004,Small,Tier 2,Supermarket Type1,5259.82,non
2540,FDD45,8.615,Low Fat,0.116152226,94.1436,OUT013,1987,High,Tier 3,Supermarket Type1,1512.6976,perishable
2541,FDD41,6.765,Regular,0.087260103,105.0306,OUT046,1997,Small,Tier 1,Supermarket Type1,2090.612,non
2542,FDU46,10.3,Regular,0.011126299999999999,87.25399999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756,non
2543,FDO45,13.15,Regular,0.038167453,89.4856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1230.3984,non
2544,FDG41,8.84,Regular,0.076547632,109.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,1657.842,non
2545,DRC13,8.26,Regular,0.053589594000000004,122.573,OUT045,2002,Medium,Tier 2,Supermarket Type1,739.038,non
2546,FDX50,20.1,Low Fat,0.074931201,108.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228,perishable
2547,FDK56,9.695,Low Fat,0.05877842900000001,185.1898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572,perishable
2548,NCL18,18.85,Non-Edible,0.16758389,194.6136,OUT046,1997,Small,Tier 1,Supermarket Type1,2721.7904,Others
2549,FDN57,18.25,Low Fat,0.054318517000000004,140.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,6381.693,non
2550,FDX03,12.81734421364986,Regular,0.060800115999999994,44.4744,OUT027,1985,Medium,Tier 3,Supermarket Type3,769.6648,perishable
2551,NCU17,5.32,Non-Edible,0.046559447999999996,101.7674,OUT013,1987,High,Tier 3,Supermarket Type1,1120.5414,Others
2552,FDL14,8.115,Regular,0.032152786,157.3972,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664,non
2553,NCU18,15.1,Non-Edible,0.055840055,139.8496,OUT046,1997,Small,Tier 1,Supermarket Type1,1411.496,Others
2554,NCH43,8.42,Non-Edible,0.070968081,215.9192,OUT017,2007,Medium,Tier 2,Supermarket Type1,1941.4728,Others
2555,FDH41,9.0,Low Fat,0.08199601299999999,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.068,non
2556,FDS28,8.18,Regular,0.08273726099999999,57.3588,OUT018,2009,Medium,Tier 3,Supermarket Type2,343.5528,non
2557,FDG02,12.305705009276451,Low Fat,0.011206632,191.4188,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948,non
2558,FDS40,15.35,Low Fat,0.014047825,36.719,OUT045,2002,Medium,Tier 2,Supermarket Type1,585.904,non
2559,FDD10,20.6,Regular,0.045982389000000005,177.0344,OUT013,1987,High,Tier 3,Supermarket Type1,535.3032,non
2560,DRQ35,9.3,Low Fat,0.042256257,124.4388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,non
2561,NCL05,19.6,Non-Edible,0.046559447999999996,42.876999999999995,OUT049,1999,Medium,Tier 1,Supermarket Type1,649.155,Others
2562,FDJ48,11.3,Low Fat,0.056424145999999994,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.1062,non
2563,FDV21,12.987879554655919,Low Fat,0.170254469,124.8704,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.8968,non
2564,FDJ26,15.3,Regular,0.084749164,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1,4060.7142,non
2565,NCN05,8.235,Non-Edible,0.014541462,184.495,OUT017,2007,Medium,Tier 2,Supermarket Type1,3844.995,Others
2566,FDK09,15.2,Low Fat,0.091763303,228.5352,OUT046,1997,Small,Tier 1,Supermarket Type1,1832.2816,non
2567,FDM56,13.224769381746881,Low Fat,0.069851683,110.9912,OUT027,1985,Medium,Tier 3,Supermarket Type3,1310.2944,perishable
2568,DRF25,9.0,Low Fat,0.039004193,37.019,OUT045,2002,Medium,Tier 2,Supermarket Type1,659.1419999999999,non
2569,FDG14,9.0,Regular,0.05060313,150.9024,OUT045,2002,Medium,Tier 2,Supermarket Type1,4402.2696,non
2570,FDZ31,15.35,Regular,0.113195815,190.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,3643.2576,perishable
2571,FDU21,12.987879554655919,Regular,0.134327613,35.0558,OUT019,1985,Small,Tier 1,Grocery Store,33.9558,non
2572,FDC57,20.1,Regular,0.054584207,193.382,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804,perishable
2573,FDU46,10.3,Regular,0.018623146,87.854,OUT010,1998,Medium,Tier 3,Grocery Store,259.66200000000003,non
2574,FDU22,12.35,Low Fat,0.09327891199999999,118.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2607.2728,non
2575,DRG23,8.88,Low Fat,0.086957199,152.5682,OUT045,2002,Medium,Tier 2,Supermarket Type1,1372.2138,non
2576,FDR23,15.85,Low Fat,0.13689554,176.437,OUT010,1998,Medium,Tier 3,Grocery Store,529.311,perishable
2577,FDI14,14.1,Low Fat,0.090043082,140.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,846.8976,non
2578,NCN42,20.25,Non-Edible,0.014251461000000002,148.6418,OUT045,2002,Medium,Tier 2,Supermarket Type1,2648.5524,Others
2579,NCM41,16.5,Non-Edible,0.035711426,93.61200000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1584.604,Others
2580,FDT55,13.6,Regular,0.043655155,156.7946,OUT046,1997,Small,Tier 1,Supermarket Type1,3629.2758,perishable
2581,DRY23,11.847459893048129,Regular,0.10856806699999999,42.9112,OUT027,1985,Medium,Tier 3,Supermarket Type3,809.6128,non
2582,FDL46,20.35,Low Fat,0.090480214,119.5466,OUT010,1998,Medium,Tier 3,Grocery Store,117.8466,non
2583,FDQ57,7.275,Low Fat,0.027942357,145.076,OUT035,2004,Small,Tier 2,Supermarket Type1,1611.236,non
2584,FDQ16,19.7,Low Fat,0.041730507,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,2402.2064,non
2585,FDZ52,12.867061281337076,Low Fat,0.099589909,109.1886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4225.1668,non
2586,FDL16,12.867061281337076,Low Fat,0.294939214,47.106,OUT019,1985,Small,Tier 1,Grocery Store,139.81799999999998,non
2587,NCX18,14.15,Non-Edible,0.008829805999999999,196.81099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,4517.4529999999995,Others
2588,FDM34,19.0,Low Fat,0.067722325,130.8626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1573.9512,non
2589,FDG60,12.277108208955255,Low Fat,0.060405784000000004,234.5616,OUT027,1985,Medium,Tier 3,Supermarket Type3,6796.4864,non
2590,NCA06,20.5,Non-Edible,0.049016517,37.119,OUT018,2009,Medium,Tier 3,Supermarket Type2,842.237,Others
2591,DRD12,6.96,Low Fat,0.077193561,89.9146,OUT046,1997,Small,Tier 1,Supermarket Type1,1277.0044,non
2592,FDP04,15.35,Low Fat,0.013869039,62.5168,OUT018,2009,Medium,Tier 3,Supermarket Type2,447.4176,non
2593,NCH30,17.1,Non-Edible,0.067290244,114.586,OUT045,2002,Medium,Tier 2,Supermarket Type1,1584.604,Others
2594,FDS04,10.195,Regular,0.146960375,142.2838,OUT045,2002,Medium,Tier 2,Supermarket Type1,1685.8056,non
2595,FDQ13,12.305705009276451,Low Fat,0.018632082,82.9908,OUT019,1985,Small,Tier 1,Grocery Store,503.3448,non
2596,FDU59,5.78,Low Fat,0.096536082,162.8552,OUT049,1999,Medium,Tier 1,Supermarket Type1,3574.0144,perishable
2597,DRG11,6.385,Low Fat,0.084008316,108.2596,OUT045,2002,Medium,Tier 2,Supermarket Type1,1186.4556,non
2598,FDA36,12.277108208955255,Low Fat,0.005638944,184.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,3146.5708,non
2599,FDA15,9.3,Low Fat,0.01601936,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,6474.2392,perishable
2600,FDZ03,13.65,Regular,0.13187274,188.024,OUT010,1998,Medium,Tier 3,Grocery Store,745.696,perishable
2601,FDJ16,9.195,Low Fat,0.114863923,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.5872,non
2602,FDZ12,9.17,Low Fat,0.103138922,141.747,OUT049,1999,Medium,Tier 1,Supermarket Type1,3006.087,non
2603,FDH09,12.6,Low Fat,0.056191301,53.2982,OUT045,2002,Medium,Tier 2,Supermarket Type1,736.3748,perishable
2604,FDT13,14.85,Low Fat,0.01867669,188.7214,OUT017,2007,Medium,Tier 2,Supermarket Type1,3956.8494,non
2605,FDU20,19.35,Regular,0.021578923,120.5098,OUT017,2007,Medium,Tier 2,Supermarket Type1,1807.6470000000002,perishable
2606,DRH25,18.7,Low Fat,0.053589594000000004,52.2324,OUT035,2004,Small,Tier 2,Supermarket Type1,467.3916,non
2607,FDK26,5.46,Regular,0.032242661,187.62400000000002,OUT045,2002,Medium,Tier 2,Supermarket Type1,3542.0559999999996,non
2608,FDU32,8.785,Low Fat,0.025962713999999998,120.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,1949.4624,perishable
2609,FDI22,12.6,Low Fat,0.096407554,210.8612,OUT045,2002,Medium,Tier 2,Supermarket Type1,3344.9792,non
2610,NCB54,8.76,Non-Edible,0.050256604,127.3336,OUT018,2009,Medium,Tier 3,Supermarket Type2,2684.5056,Others
2611,FDX46,12.3,Regular,0.05823462099999999,58.7562,OUT045,2002,Medium,Tier 2,Supermarket Type1,592.562,non
2612,NCC07,19.6,Non-Edible,0.023931217,103.1964,OUT013,1987,High,Tier 3,Supermarket Type1,736.3748,Others
2613,FDQ34,12.987879554655919,Low Fat,0.28406587899999997,105.5622,OUT019,1985,Small,Tier 1,Grocery Store,211.7244,non
2614,FDM16,8.155,Regular,0.033692089,76.2354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1279.0018,non
2615,FDJ55,12.81734421364986,Regular,0.023417003999999998,223.8404,OUT027,1985,Medium,Tier 3,Supermarket Type3,7201.2928,perishable
2616,DRI01,7.97,Low Fat,0.034647829,171.2422,OUT017,2007,Medium,Tier 2,Supermarket Type1,3103.9596,non
2617,FDD50,18.85,Low Fat,0.142219209,167.6132,OUT018,2009,Medium,Tier 3,Supermarket Type2,1522.0188,non
2618,FDJ08,11.1,Low Fat,0.11089655,191.5846,OUT045,2002,Medium,Tier 2,Supermarket Type1,2101.9306,perishable
2619,NCK18,9.6,Non-Edible,0.006708517,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,2972.1312,Others
2620,FDQ14,9.27,Low Fat,0.10341925699999999,148.105,OUT010,1998,Medium,Tier 3,Grocery Store,149.805,perishable
2621,FDS51,13.35,Low Fat,0.032180494,61.2194,OUT046,1997,Small,Tier 1,Supermarket Type1,433.4358,perishable
2622,FDA04,11.3,Regular,0.066717378,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.9278,non
2623,FDP10,19.0,Low Fat,0.128814669,107.6622,OUT017,2007,Medium,Tier 2,Supermarket Type1,1164.4842,non
2624,FDT36,12.3,Low Fat,0.111500259,35.6874,OUT045,2002,Medium,Tier 2,Supermarket Type1,846.8976,non
2625,FDH38,6.425,Low Fat,0.010497273,118.3808,OUT017,2007,Medium,Tier 2,Supermarket Type1,2812.3392,non
2626,FDC16,11.5,Regular,0.020653603,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54,perishable
2627,FDF17,5.19,Low Fat,0.042687151,195.91099999999997,OUT049,1999,Medium,Tier 1,Supermarket Type1,2946.165,non
2628,FDU23,12.15,Low Fat,0.021705417,163.5184,OUT013,1987,High,Tier 3,Supermarket Type1,3137.2496,perishable
2629,FDB34,15.25,Low Fat,0.026651183999999998,86.6198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.1762,non
2630,FDW26,11.8,Regular,0.106968096,221.6772,OUT013,1987,High,Tier 3,Supermarket Type1,3113.2808,perishable
2631,FDP45,15.7,Regular,0.030686952000000003,253.4724,OUT045,2002,Medium,Tier 2,Supermarket Type1,1510.0344,non
2632,FDD38,16.75,Regular,0.008191729,103.5674,OUT046,1997,Small,Tier 1,Supermarket Type1,1629.8784,non
2633,FDM60,10.8,Regular,0.048218142,42.2138,OUT049,1999,Medium,Tier 1,Supermarket Type1,690.4346,non
2634,FDW26,11.8,Regular,0.10703694300000001,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544,perishable
2635,FDV51,12.81734421364986,Low Fat,0.032381325,166.1842,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.8786,perishable
2636,FDT33,7.81,Regular,0.034043502999999996,168.7158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2673.8528,non
2637,FDQ40,11.1,Regular,0.036027524,177.2712,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,non
2638,FDX40,12.85,Low Fat,0.063079544,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132,non
2639,FDU31,10.5,Regular,0.02498633,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.7112,perishable
2640,DRJ01,6.135,Low Fat,0.11503240599999999,161.0236,OUT046,1997,Small,Tier 1,Supermarket Type1,1288.9888,non
2641,FDP11,11.3469362745098,Low Fat,0.068765925,216.9166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4354.332,perishable
2642,NCN43,13.853284671532842,Non-Edible,0.0067270080000000005,125.17299999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.498,Others
2643,FDA15,9.3,Low Fat,0.016087659,249.6092,OUT018,2009,Medium,Tier 3,Supermarket Type2,5976.2208,perishable
2644,FDO04,16.6,Low Fat,0.063079544,54.6614,OUT017,2007,Medium,Tier 2,Supermarket Type1,884.1824,non
2645,NCF43,8.51,Non-Edible,0.051936086,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087,Others
2646,NCI17,8.645,Non-Edible,0.1442339,95.441,OUT017,2007,Medium,Tier 2,Supermarket Type1,3282.3940000000002,Others
2647,FDY47,8.6,Regular,0.05443912,128.83100000000002,OUT013,1987,High,Tier 3,Supermarket Type1,1038.6480000000001,perishable
2648,FDF20,13.224769381746881,Low Fat,0.033059299,196.4768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6306.4576,perishable
2649,NCS53,14.5,Non-Edible,0.089778187,158.4604,OUT046,1997,Small,Tier 1,Supermarket Type1,2693.8268,Others
2650,FDK38,6.65,Low Fat,0.053372768,149.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1,2524.0478,non
2651,FDW43,20.1,Regular,0.022406575,225.9036,OUT013,1987,High,Tier 3,Supermarket Type1,3643.2576,perishable
2652,FDV57,15.25,Regular,0.065896556,179.266,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.128,non
2653,FDX26,17.7,Low Fat,0.088305201,182.3292,OUT017,2007,Medium,Tier 2,Supermarket Type1,4195.8716,perishable
2654,FDR04,7.075,Low Fat,0.022566975,97.3068,OUT046,1997,Small,Tier 1,Supermarket Type1,1263.6884,non
2655,FDP19,11.5,Low Fat,0.05877842900000001,129.3652,OUT013,1987,High,Tier 3,Supermarket Type1,2066.6432,perishable
2656,FDT07,5.82,Regular,0.077756427,254.533,OUT017,2007,Medium,Tier 2,Supermarket Type1,1281.665,perishable
2657,DRB24,8.785,Low Fat,0.020609218000000002,155.1656,OUT049,1999,Medium,Tier 1,Supermarket Type1,4016.1056,non
2658,FDB36,5.465,Regular,0.062343432000000004,129.1626,OUT046,1997,Small,Tier 1,Supermarket Type1,3672.5528,non
2659,NCE07,13.384736495388726,Non-Edible,0.013066448,140.9154,OUT027,1985,Medium,Tier 3,Supermarket Type3,2127.231,Others
2660,FDI16,12.867061281337076,Regular,0.135118202,52.56399999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2290.3520000000003,non
2661,FDP45,15.7,Regular,0.030624844,252.2724,OUT046,1997,Small,Tier 1,Supermarket Type1,1258.362,non
2662,NCC43,7.39,Non-Edible,0.09270568300000001,251.9066,OUT013,1987,High,Tier 3,Supermarket Type1,4267.1122,Others
2663,FDQ23,11.3469362745098,Low Fat,0.042941559000000004,102.9332,OUT019,1985,Small,Tier 1,Grocery Store,102.5332,perishable
2664,FDW24,6.8,Low Fat,0.03748996,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204,non
2665,FDW09,12.987879554655919,Regular,0.025795292999999997,80.2302,OUT027,1985,Medium,Tier 3,Supermarket Type3,2139.2154,non
2666,FDN10,11.5,Low Fat,0.046115083,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612,non
2667,FDE23,17.6,Regular,0.053170949,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,perishable
2668,FDV16,7.75,Regular,0.08291501700000001,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602,non
2669,FDF12,12.277108208955255,Low Fat,0.082028694,148.6076,OUT027,1985,Medium,Tier 3,Supermarket Type3,3990.8052,non
2670,FDN21,18.6,Low Fat,0.076975118,161.8236,OUT049,1999,Medium,Tier 1,Supermarket Type1,1611.236,non
